Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
29,GOOBA,6ix9ine,631932,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo,2020,6,5,au,0.611,0.688,1,-5.688,1,0.341,0.0264,0,0.251,0.393,178.462,132303,4
30,Circles,Post Malone,629273,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2020,6,5,au,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
31,Boss Bitch,Doja Cat,625180,https://open.spotify.com/track/78qd8dvwea0Gosb6Fe6j3k,2020,6,5,au,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.202,0.575,125.989,134240,4
32,The Box,Roddy Ricch,620957,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2020,6,5,au,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4
33,Lose Somebody,Kygo,599992,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza,2020,6,5,au,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988,199549,4
34,If the World Was Ending - feat. Julia Michaels,JP Saxe,594787,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2020,6,5,au,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,208687,4
35,Adore You,Harry Styles,586322,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2020,6,5,au,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133,4
36,After Party,Don Toliver,577896,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da,2020,6,5,au,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4
37,Live In Life,The Rubens,576144,https://open.spotify.com/track/5zpGxLGLxQvgQzO8jYTzAU,2020,6,5,au,0.695,0.691,5,-4.73,0,0.0351,0.147,2.21e-06,0.152,0.563,104.015,216448,4
38,In Your Eyes,The Weeknd,541492,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl,2020,6,5,au,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,4
39,Look into My Eyes,Brando,528805,https://open.spotify.com/track/7qF4tAE0PF6XJFEor6jQni,2020,6,5,au,0.789,0.545,6,-7.14,1,0.0538,0.122,4.62e-05,0.123,0.433,116.0,154654,4
40,You should be sad,Halsey,525215,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,2020,6,5,au,0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,205473,4
41,Ride It,Regard,521442,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2020,6,5,au,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4
42,Memories,Maroon 5,510429,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2020,6,5,au,0.764,0.32,11,-7.209,1,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
43,Say So,Doja Cat,508154,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020,6,5,au,0.787,0.673,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.786,110.962,237893,4
44,Falling,Trevor Daniel,502479,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,2020,6,5,au,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,159382,4
